group,names,scores,logfoldchanges,pvals,pvals_adj
CD4+ T cells,POLR2E,-2.5816808,,0.009832049564014346,0.06714925702237946
CD4+ T cells,P2RX5,-2.621197,,0.008762160350951488,0.06097141014020582
CD4+ T cells,C5orf56,-2.6268606,,0.00861766478703795,0.060193082830674156
CD4+ T cells,IFIT2,-2.6521797,,0.007997397392290202,0.05607300681134271
CD4+ T cells,LYPLA1,-2.6558187,,0.007911614774883367,0.055683273453759265
CD4+ T cells,TMEM208,-2.67673,,0.007434451833479197,0.0529310006985932
CD4+ T cells,ARF6,-2.6777294,,0.007412306558100112,0.0529310006985932
CD4+ T cells,RTFDC1,-2.684418,,0.00726562036613758,0.052131532899446296
CD4+ T cells,MPST,-2.7231655,,0.006465965593239855,0.04675780609385997
CD4+ T cells,APOBEC3B,-2.7402842,,0.006138609475618344,0.04456533808283554
CD4+ T cells,PKIG,-2.7627075,,0.005732412258655084,0.04208521517245552
CD4+ T cells,SPIB,-2.7745214,,0.005528300891016209,0.040776747372135554
CD4+ T cells,UBE2D1,-2.7786217,,0.0054590077628141635,0.04042735066116192
CD4+ T cells,SAMD9L,-2.7810562,,0.005418236875737786,0.04028721289863096
CD4+ T cells,SH3GLB1,-2.7887185,,0.00529170386909759,0.039505675848647594
CD4+ T cells,CRTAP,-2.7932289,,0.00521847684179396,0.039117362992959606
CD4+ T cells,PRDX3,-2.7973547,,0.005152293882134071,0.038778897627164195
CD4+ T cells,NCKAP1L,-2.798303,,0.005137191733750703,0.038778897627164195
CD4+ T cells,SNAPIN,-2.8103218,,0.004949199235360708,0.037556886378622
CD4+ T cells,CAPZA2,-2.81209,,0.004922072768323129,0.03750538092887541
CD4+ T cells,SNX5,-2.8178816,,0.00483416274260445,0.03698836554922243
CD4+ T cells,UBB,-2.8517601,,0.004347790336605045,0.0334055224195821
CD4+ T cells,RETN,-2.864599,,0.004175375755841998,0.03221503302833742
CD4+ T cells,CD72,-2.882102,,0.00395031787855645,0.03060666457167266
CD4+ T cells,CAT,-2.9594176,,0.0030822105402526665,0.024393116893673465
CD4+ T cells,FCRLA,-2.962621,,0.0030503189900234085,0.02424477680001364
CD4+ T cells,CLIC3,-2.9744349,,0.002935287470356629,0.02343147227418885
CD4+ T cells,RELT,-2.9797652,,0.0028846937845746746,0.023127718864155215
CD4+ T cells,GZMK,-2.985403,,0.00283204855487611,0.02280479273009409
CD4+ T cells,S1PR5,-2.9895034,,0.0027943137549444053,0.022599625281217034
CD4+ T cells,GYG1,-3.0044694,,0.0026604458313200016,0.021611727369841773
CD4+ T cells,TMEM219,-3.0122597,,0.002593105380645741,0.02115790407925109
CD4+ T cells,NDUFB10,-3.0196147,,0.0025309645380575648,0.020742660480791777
CD4+ T cells,SWAP70,-3.0198965,,0.0025286101636689414,0.020742660480791777
CD4+ T cells,RNF7,-3.0247145,,0.0024886802248901816,0.020579041859630023
CD4+ T cells,YWHAE,-3.027969,,0.0024620336538785457,0.02045040566554972
CD4+ T cells,MARCKSL1,-3.036195,,0.002395842606891645,0.01999065052990133
CD4+ T cells,HAVCR2,-3.0590284,,0.0022205603854757567,0.01861233341280589
CD4+ T cells,FERMT3,-3.073533,,0.00211540170540626,0.01781187554689107
CD4+ T cells,SMAP2,-3.0766084,,0.0020937018254955433,0.017710028285384323
CD4+ T cells,HLA-DOB,-3.0981605,,0.0019472601256908739,0.01654722429388927
CD4+ T cells,TTC38,-3.1263497,,0.0017699094393878445,0.015109782436255487
CD4+ T cells,PSME1,-3.1276822,,0.00176190519785262,0.015109782436255487
CD4+ T cells,TBCB,-3.1561022,,0.0015989279281507212,0.01377767803509313
CD4+ T cells,RER1,-3.1867006,,0.0014390571216358623,0.012576404418466967
CD4+ T cells,GSN,-3.1912365,,0.0014166531224018544,0.012439563608138188
CD4+ T cells,PRKCD,-3.2154279,,0.0013025017731075283,0.011602962655122135
CD4+ T cells,IDH3G,-3.2477944,,0.0011630326083192986,0.010461620145077009
CD4+ T cells,ARPC4,-3.2692182,,0.001078450532014481,0.009796368379481295
CD4+ T cells,HOPX,-3.3104515,,0.0009314555343077329,0.008545293558524673
CD4+ T cells,PHACTR1,-3.3337462,,0.0008568478801779393,0.0079001374552406
CD4+ T cells,XCL2,-3.3379745,,0.0008439144904300635,0.007819991559563
CD4+ T cells,CTSW,-3.3708024,,0.0007494959780219978,0.007051380527921244
CD4+ T cells,SKAP2,-3.3870242,,0.0007065518860985998,0.006681444502388811
CD4+ T cells,SNX17,-3.3952758,,0.0006855948578066846,0.006516685143275909
CD4+ T cells,NCR3,-3.408243,,0.000653826555802816,0.006279459213022879
CD4+ T cells,MPP1,-3.43838,,0.0005852060810139176,0.005649843002040126
CD4+ T cells,FCGR1A,-3.4493482,,0.0005619417859264807,0.005482648958986405
CD4+ T cells,RXRA,-3.46803,,0.0005242888832379857,0.005142493088781094
CD4+ T cells,TNFRSF1A,-3.501857,,0.0004620273144553028,0.0045560340527036275
CD4+ T cells,ACTR2,-3.5034459,,0.00045927980897838774,0.004553290149226597
CD4+ T cells,PLD4,-3.5526235,,0.0003814098894715885,0.0038017288442465363
CD4+ T cells,EIF5,-3.5922422,,0.0003278447460829085,0.0032855745205265393
CD4+ T cells,LAIR1,-3.6069007,,0.0003098760691985811,0.0031224670579354293
CD4+ T cells,DRAM2,-3.624942,,0.0002890263563284789,0.002944555807015
CD4+ T cells,IDH2,-3.6555915,,0.00025658972598181063,0.0026286191928358823
CD4+ T cells,MAP3K8,-3.7002587,,0.00021537978676817334,0.00223123779101411
CD4+ T cells,NDUFA2,-3.72117,,0.00019830183677739958,0.002065924220437993
CD4+ T cells,NT5C,-3.7688355,,0.00016401083582430798,0.0017282056072001368
CD4+ T cells,SDHB,-3.7701938,,0.00016312079328259665,0.0017282056072001368
CD4+ T cells,PSMB6,-3.7733715,,0.0001610561519831545,0.001716691007265531
CD4+ T cells,SRA1,-3.7945135,,0.00014793320274070085,0.0015859815456619325
CD4+ T cells,TXNDC17,-3.8355417,,0.00012528777962538128,0.0013510565241473865
CD4+ T cells,SPON2,-3.8730848,,0.00010746637760561913,0.001172591717779655
CD4+ T cells,OSCAR,-3.8982759,,9.688000470442807e-05,0.0010697408902692537
CD4+ T cells,NAPRT1,-3.9343326,,8.342819214875379e-05,0.000926756544110253
CD4+ T cells,G0S2,-4.0064206,,6.164589182364806e-05,0.0006973927884834787
CD4+ T cells,RAB7A,-4.011469,,6.034214398972343e-05,0.0006868574908459877
CD4+ T cells,ZYX,-4.1027255,,4.083118215005143e-05,0.00047353899298550217
CD4+ T cells,IL8,-4.149366,,3.333975620785047e-05,0.0003891044965017485
CD4+ T cells,RBM3,-4.17571,,2.970579585131279e-05,0.0003489011945848458
CD4+ T cells,ATP6V0E1,-4.2410836,,2.2244317424415822e-05,0.0002663540346144336
CD4+ T cells,SF3B5,-4.2418523,,2.2168238666790895e-05,0.0002663540346144336
CD4+ T cells,VAMP5,-4.3125052,,1.6141509993742112e-05,0.00019711883727457254
CD4+ T cells,SMS,-4.3265743,,1.5144630871875612e-05,0.00018617799551825753
CD4+ T cells,S100A12,-4.3305206,,1.487571473540353e-05,0.00018409944947707455
CD4+ T cells,FOLR3,-4.4117317,,1.025471860505124e-05,0.00012776825072780058
CD4+ T cells,TREX1,-4.432207,,9.32732768294886e-06,0.00011700402889358978
CD4+ T cells,TNFSF10,-4.446738,,8.718422178453944e-06,0.00011011486641828133
CD4+ T cells,PHPT1,-4.4556556,,8.363717319692493e-06,0.00010636341198284798
CD4+ T cells,TNFAIP2,-4.5735126,,4.7961462459123736e-06,6.184680893330362e-05
CD4+ T cells,C20orf27,-4.609108,,4.044000141130248e-06,5.25150440862266e-05
CD4+ T cells,PRKCB,-4.61144,,3.998888181962373e-06,5.2297516365522095e-05
CD4+ T cells,TMEM205,-4.6743793,,2.948441040608559e-06,3.9114570351670385e-05
CD4+ T cells,CASP4,-4.683707,,2.8173222462949523e-06,3.764595813165139e-05
CD4+ T cells,JUND,-4.710615,,2.4697002576812824e-06,3.324180492820646e-05
CD4+ T cells,GRB2,-4.711102,,2.463806220932884e-06,3.324180492820646e-05
CD4+ T cells,SMIM14,-4.9636273,,6.918865790748687e-07,9.665445847076195e-06
CD4+ T cells,LAMTOR5,-4.97498,,6.525440961828932e-07,9.18542987298668e-06
CD4+ T cells,IL1B,-5.0415325,,4.61818806870105e-07,6.550722152834413e-06
CD4+ T cells,UQCRC1,-5.0442233,,4.5536766688687704e-07,6.509286649142645e-06
CD4+ T cells,CSNK2B,-5.101755,,3.365182505541668e-07,4.847966047045965e-06
CD4+ T cells,IRF7,-5.122282,,3.0186010251283883e-07,4.382913614438384e-06
CD4+ T cells,VAMP8,-5.234783,,1.6517884709553227e-07,2.417379317810806e-06
CD4+ T cells,IFI35,-5.2697635,,1.365997616903693e-07,2.015119684456328e-06
CD4+ T cells,ATP5D,-5.3423123,,9.17683183745677e-08,1.3757786917292915e-06
CD4+ T cells,EAF2,-5.4653974,,4.61871276534405e-08,6.981070769913466e-07
CD4+ T cells,BTK,-5.602013,,2.1187671146478065e-08,3.2289310408351696e-07
CD4+ T cells,SAT2,-5.6290746,,1.8117891588501325e-08,2.784116007433037e-07
CD4+ T cells,LINC00926,-5.629818,,1.804000014844349e-08,2.784116007433037e-07
CD4+ T cells,DYNLL1,-5.6588273,,1.5241086348132773e-08,2.3817426462675282e-07
CD4+ T cells,DYNLT1,-5.7407303,,9.426925897004467e-09,1.4857479789808748e-07
CD4+ T cells,APOBEC3G,-5.96973,,2.3764672462176295e-09,3.777763450021818e-08
CD4+ T cells,TNFRSF1B,-6.081129,,1.1933926664608222e-09,1.913579197351092e-08
CD4+ T cells,LAT2,-6.103783,,1.0358695932824714e-09,1.6755645000112957e-08
CD4+ T cells,IGFBP7,-6.1183133,,9.457103861857107e-10,1.5432654443596907e-08
CD4+ T cells,FCGR2A,-6.2139773,,5.165991531834837e-10,8.505436057770928e-09
CD4+ T cells,OAS1,-6.2445245,,4.250912552183036e-10,7.061876347950917e-09
CD4+ T cells,GCA,-6.250316,,4.096226871792408e-10,6.866765774168364e-09
CD4+ T cells,ASGR1,-6.2730727,,3.539917136410312e-10,5.988630458294143e-09
CD4+ T cells,TCL1A,-6.3170733,,2.665626806871953e-10,4.551310955436927e-09
CD4+ T cells,PLBD1,-6.3709154,,1.8790353212556347e-10,3.2382627405564396e-09
CD4+ T cells,C5AR1,-6.456867,,1.0689275999796571e-10,1.8772404708214167e-09
CD4+ T cells,GZMH,-6.627259,,3.4197813249447106e-11,6.122404624464122e-10
CD4+ T cells,GSTO1,-6.687558,,2.2692502154931534e-11,4.1024484287935044e-10
CD4+ T cells,CCL4,-6.748319,,1.4956785268878303e-11,2.730723963941742e-10
CD4+ T cells,FGFBP2,-6.7553663,,1.4247483231525602e-11,2.627235907893321e-10
CD4+ T cells,RGS19,-6.8099513,,9.763193455472606e-12,1.818518053726413e-10
CD4+ T cells,GNAI2,-6.8229437,,8.919355497883223e-12,1.6782950549078228e-10
CD4+ T cells,PSMA7,-6.8672266,,6.546201519850393e-12,1.2444531549076417e-10
CD4+ T cells,GNLY,-6.9282694,,4.260199999667616e-12,8.183134166028213e-11
CD4+ T cells,IRF8,-6.962199,,3.350016829071407e-12,6.502558981902815e-11
CD4+ T cells,SMCO4,-7.1705694,,7.468646646192662e-13,1.480880044685943e-11
CD4+ T cells,GZMB,-7.185612,,6.690667418224586e-13,1.3410424694789278e-11
CD4+ T cells,MAFB,-7.1908402,,6.439386227706354e-13,1.304860242185771e-11
CD4+ T cells,ARRB2,-7.2602625,,3.8633922405904763e-13,7.915661435165375e-12
CD4+ T cells,HVCN1,-7.2991385,,2.8961639939606624e-13,6.00059146613872e-12
CD4+ T cells,UBE2L6,-7.332094,,2.2658367525432338e-13,4.802532151367498e-12
CD4+ T cells,CCL5,-7.4556146,,8.944978149080976e-14,1.917969733361084e-12
CD4+ T cells,PRF1,-7.467172,,8.193642367399629e-14,1.7775384147629313e-12
CD4+ T cells,FPR1,-7.626365,,2.414652738403662e-14,5.300737678114705e-13
CD4+ T cells,ALDH2,-7.7260785,,1.1091027866149399e-14,2.4640789620698184e-13
CD4+ T cells,H2AFY,-7.7444015,,9.603308800866151e-15,2.159573344975266e-13
CD4+ T cells,SCPEP1,-7.7584705,,8.595969081097778e-15,1.9569095043881857e-13
CD4+ T cells,BLVRA,-7.8305326,,4.858070719568939e-15,1.1197853008606405e-13
CD4+ T cells,BLOC1S1,-7.832147,,4.796075247054237e-15,1.1194889564010142e-13
CD4+ T cells,LINC00936,-7.890576,,3.0079501435299595e-15,7.111102647011853e-14
CD4+ T cells,FGL2,-7.938088,,2.053219757323324e-15,4.917061340914557e-14
CD4+ T cells,IGSF6,-8.084134,,6.260740107387939e-16,1.5393073010697812e-14
CD4+ T cells,SERPINB1,-8.3021145,,1.0227458892319025e-16,2.6193658607550394e-15
CD4+ T cells,PSMB8,-8.319515,,8.832399745914113e-17,2.2939359340092427e-15
CD4+ T cells,ID2,-8.392397,,4.763285011324342e-17,1.254785365840298e-15
CD4+ T cells,ATP6V1F,-8.415307,,3.918658736029922e-17,1.047247349165098e-15
CD4+ T cells,APOBEC3A,-8.572732,,1.0105851390953581e-17,2.7404691124880004e-16
CD4+ T cells,ABI3,-8.59472,,8.34683255279231e-18,2.297247645872988e-16
CD4+ T cells,GZMA,-8.830639,,1.0407971421300846e-18,2.9079241364967815e-17
CD4+ T cells,CCL3,-8.868617,,7.4059682509096e-19,2.1010162237965084e-17
CD4+ T cells,MS4A1,-8.882533,,6.53550618486476e-19,1.883042719514159e-17
CD4+ T cells,STX11,-8.913772,,4.932540581274536e-19,1.4437467987095626e-17
CD4+ T cells,LAMTOR1,-9.103896,,8.714846089654935e-20,2.5919639015038227e-18
CD4+ T cells,CNPY3,-9.163144,,5.0406627787101476e-20,1.5237675678592641e-18
CD4+ T cells,CD79A,-9.312932,,1.2435086087991816e-20,3.8217164577094853e-19
CD4+ T cells,TNFSF13B,-9.667068,,4.161326074416459e-22,1.3005907256311779e-20
CD4+ T cells,CST7,-9.722369,,2.420815122279862e-22,7.696522561179421e-21
CD4+ T cells,CDA,-10.504905,,8.20052601352598e-26,2.7494127216258014e-24
CD4+ T cells,EFHD2,-10.579504,,3.7091545253449524e-26,1.2666075823585356e-24
CD4+ T cells,CEBPB,-10.720016,,8.198982693746312e-27,2.907485401397731e-25
CD4+ T cells,MS4A6A,-11.05698,,2.0281126237378786e-28,7.333018976809114e-27
CD4+ T cells,C1orf162,-11.11605,,1.0481080099093084e-28,3.944308510760744e-27
CD4+ T cells,FCGRT,-11.336413,,8.662242553198765e-30,3.3277448475205255e-28
CD4+ T cells,TALDO1,-11.578815,,5.27699723318493e-31,2.070379339998513e-29
CD4+ T cells,NCF2,-11.579739,,5.220515381722852e-31,2.070379339998513e-29
CD4+ T cells,FCGR3A,-11.703413,,1.2242895544806594e-31,5.1308862237780365e-30
CD4+ T cells,SNX3,-11.9902,,3.999358654202094e-33,1.7559088948449194e-31
CD4+ T cells,CD79B,-12.087172,,1.2346404527162316e-33,5.552870719045686e-32
CD4+ T cells,HLA-DMB,-12.170151,,4.482530304979257e-34,2.0664464705954376e-32
CD4+ T cells,CD37,-12.663515,,9.418544067949564e-37,4.453280836230512e-35
CD4+ T cells,IFI30,-13.007425,,1.110203095336565e-38,5.387406599475331e-37
CD4+ T cells,LGALS3,-13.022135,,9.157445560213899e-39,4.563872868387684e-37
CD4+ T cells,NKG7,-13.483645,,1.952184328771615e-41,9.999521950707938e-40
CD4+ T cells,HLA-DQB1,-14.387984,,6.15641180580323e-47,3.3389480499709284e-45
CD4+ T cells,IFITM3,-14.406076,,4.738744124606772e-47,2.6479527775075415e-45
CD4+ T cells,GRN,-14.692301,,7.221924541050377e-49,4.1616340167802795e-47
CD4+ T cells,LGALS2,-14.843011,,7.721075029088657e-50,4.7458874512131614e-48
CD4+ T cells,GPX1,-15.13554,,9.440322577816869e-52,6.002743046032519e-50
CD4+ T cells,S100A11,-15.167163,,5.834479945318975e-52,3.842421792560068e-50
CD4+ T cells,COTL1,-15.39524,,1.761693128100746e-53,1.2031711585991761e-51
CD4+ T cells,HLA-DQA1,-15.694841,,1.640522000025452e-55,1.2100490272187734e-53
CD4+ T cells,S100A8,-15.919382,,4.649453981037102e-57,3.572330475430173e-55
CD4+ T cells,ARPC1B,-16.136337,,1.4170441101621947e-58,1.1360997126691682e-56
CD4+ T cells,AIF1,-16.39883,,1.9495249838579176e-60,1.634056395560909e-58
CD4+ T cells,S100A6,-16.582317,,9.354949044591745e-62,8.214536208679608e-60
CD4+ T cells,FCN1,-17.199997,,2.655430399590864e-66,2.4483068284227766e-64
CD4+ T cells,NPC2,-17.344301,,2.1781088150229234e-67,2.113911923632774e-65
CD4+ T cells,PYCARD,-17.658356,,8.775890227311323e-70,8.990411988423377e-68
CD4+ T cells,HLA-DMA,-17.884333,,1.5621481148347997e-71,1.6944712492678652e-69
CD4+ T cells,LST1,-18.815733,,5.612722239132123e-79,6.468662380599772e-77
CD4+ T cells,TYMP,-19.003859,,1.5845752839703613e-80,1.9479712157608977e-78
CD4+ T cells,GSTP1,-19.78155,,4.292893044304549e-87,5.654353409783993e-85
CD4+ T cells,SRGN,-20.487795,,2.76640839899336e-93,3.9240439136490435e-91
CD4+ T cells,CST3,-20.890749,,6.499253498048699e-97,9.987186208668168e-95
CD4+ T cells,CTSS,-20.97319,,1.1527092036636551e-97,1.9323597923234364e-95
CD4+ T cells,SAT1,-21.08887,,1.006401927093912e-98,1.8558051535611736e-96
CD4+ T cells,LGALS1,-21.200499,,9.449110887944872e-100,1.936017830818927e-97
CD4+ T cells,FCER1G,-23.070526,,9.154319245696027e-118,2.411509241294782e-115
CD4+ T cells,TYROBP,-24.649565,,3.7199206979964193e-134,1.1432556278508996e-131
CD4+ T cells,HLA-DPB1,-27.99274,,1.9914202885147916e-172,9.180447530053188e-170
CD4+ T cells,HLA-DPA1,-28.284245,,5.3999693653610726e-176,3.319181169908606e-173
CD4+ T cells,HLA-DRB1,-29.540438,,8.713896879443433e-192,8.034212922846844e-189
CD4+ T cells,CYBA,-31.370104,,5.1758704353945497e-216,9.544305082867549e-213
Monocytes,TYROBP,37.218555,,3.419462579127106e-303,6.305488995910383e-300
Monocytes,CST3,36.7991,,1.908520272933851e-296,1.7596556916450104e-293
Monocytes,AIF1,36.254837,,8.33756547355783e-288,5.1248235777468804e-285
Monocytes,LST1,36.18748,,9.580721827873004e-287,4.4167127626494543e-284
Monocytes,S100A6,35.325954,,2.3465235374833765e-273,8.653978806238692e-271
Monocytes,LGALS1,35.2171,,1.0946636897179435e-271,3.364266406399813e-269
Monocytes,CTSS,34.457737,,3.448511617610258e-260,9.084364889819023e-258
Monocytes,COTL1,34.06583,,2.366278413027004e-254,5.454271742027244e-252
Monocytes,FCER1G,34.030903,,7.780081869234986e-254,1.5940523296521461e-251
Monocytes,TYMP,33.848022,,3.880595482671658e-251,7.155818070046537e-249
Monocytes,SAT1,33.825054,,8.447008255837449e-251,1.4160257476149324e-248
Monocytes,FCN1,33.42565,,5.814183652447889e-245,8.934462212594922e-243
Monocytes,S100A11,33.07953,,5.854433085027091e-240,8.304288160607659e-238
Monocytes,S100A8,31.489166,,1.2222676944198908e-217,1.6099011632216277e-215
Monocytes,NPC2,31.189636,,1.4726255246697684e-213,1.8103476449940354e-211
Monocytes,CYBA,29.647173,,3.688467616034368e-193,4.2509589274796085e-191
Monocytes,GSTP1,27.858849,,8.415707433069371e-171,8.621424725877734e-169
Monocytes,LGALS2,27.485743,,2.5994696155779348e-166,2.522853669013532e-164
Monocytes,GPX1,26.83417,,1.2907974718913138e-158,1.1901152690837914e-156
Monocytes,PYCARD,26.573761,,1.3650464959654498e-155,1.1441571538910406e-153
Monocytes,IFITM3,25.641102,,5.313789523938878e-145,4.260272992236213e-143
Monocytes,GRN,24.44357,,5.890609221794869e-132,4.525951418745725e-130
Monocytes,LGALS3,24.150316,,7.409871179214601e-129,5.255308636335279e-127
Monocytes,ARPC1B,23.932003,,1.4227270549134274e-126,9.716698849112444e-125
Monocytes,SRGN,23.007853,,3.8895814393411874e-117,2.5615672050518392e-115
Monocytes,IFI30,22.868649,,9.533998534753852e-116,6.062308033822794e-114
Monocytes,CEBPB,22.856361,,1.2633014063993386e-115,7.765092644667935e-114
Monocytes,FCGRT,21.60034,,1.7829848907162737e-103,1.0605884317680028e-101
Monocytes,TALDO1,21.12739,,4.454955224109745e-99,2.5671679478932404e-97
Monocytes,CDA,20.993542,,7.513364401857048e-98,4.1983769566740595e-96
Monocytes,NCF2,20.850113,,1.5206405727348247e-96,8.24723887095005e-95
Monocytes,HLA-DRB1,20.47445,,3.6384202890789022e-93,1.9169277180175704e-91
Monocytes,C1orf162,20.283537,,1.797292922559602e-91,9.206133747777516e-90
Monocytes,MS4A6A,20.26646,,2.543028722303925e-91,1.2673905307914698e-89
Monocytes,HLA-DPA1,18.391115,,1.5476328247845348e-75,7.510091918164952e-74
Monocytes,TNFSF13B,18.109465,,2.6834855969558935e-73,1.2688070360991456e-71
Monocytes,APOBEC3A,17.120039,,1.052033510333776e-65,4.849874482638707e-64
Monocytes,LINC00936,15.774974,,4.625889104121466e-56,2.0805218312195078e-54
Monocytes,BLVRA,15.668763,,2.47344976436841e-55,1.0859622298798448e-53
Monocytes,HLA-DPB1,15.1946535,,3.8368532596905956e-52,1.6453854443882463e-50
Monocytes,FPR1,14.678685,,8.82863715541976e-49,3.617779314354231e-47
Monocytes,STX11,14.346219,,1.1250602917193966e-46,4.510024299849059e-45
Monocytes,IGSF6,14.225579,,6.3575769654348965e-46,2.4943344519706277e-44
Monocytes,FGL2,14.011433,,1.327008858097923e-44,5.0979256965261875e-43
Monocytes,CNPY3,13.844441,,1.3744577576896109e-43,5.069000210359285e-42
Monocytes,SERPINB1,13.595427,,4.262692880692812e-42,1.5412560141171658e-40
Monocytes,ATP6V1F,13.588435,,4.690022428375952e-42,1.6631541072933185e-40
Monocytes,H2AFY,13.362536,,1.000940361867841e-40,3.482517032611885e-39
Monocytes,ALDH2,13.330078,,1.5473475831537954e-40,5.283905450621479e-39
Monocytes,MAFB,13.205422,,8.164043973822973e-40,2.737181288678102e-38
Monocytes,SMCO4,13.130629,,2.1982365292937078e-39,7.23847885717428e-38
Monocytes,ARRB2,13.061011,,5.499201445487237e-39,1.7790399062242922e-37
Monocytes,GSTO1,12.913269,,3.788683758897189e-38,1.2045401467942097e-36
Monocytes,C5AR1,12.765526,,2.554184367789455e-37,7.982908430853823e-36
Monocytes,VAMP8,11.894957,,1.2571806475115851e-32,3.679747800018037e-31
Monocytes,HLA-DMA,11.763458,,6.021648079755743e-32,1.7349873529796232e-30
Monocytes,TNFSF10,11.592421,,4.502273279234964e-31,1.2579078677135263e-29
Monocytes,GNAI2,11.456072,,2.1923343994841085e-30,6.033827809923427e-29
Monocytes,ASGR1,11.435931,,2.7655468127556124e-30,7.499512239296103e-29
Monocytes,FCGR2A,11.312494,,1.1380709888041936e-29,3.041453483123091e-28
Monocytes,PLBD1,10.880363,,1.4299174108508212e-27,3.713757331843541e-26
Monocytes,BLOC1S1,10.726373,,7.65417806623334e-27,1.9603200491853163e-25
Monocytes,EFHD2,10.678712,,1.2803554092728796e-26,3.1905072631070133e-25
Monocytes,LAMTOR1,10.484617,,1.0165610788875251e-25,2.4993848392914617e-24
Monocytes,DYNLT1,10.424105,,1.924641326875745e-25,4.669787640472202e-24
Monocytes,TNFRSF1B,10.197789,,2.0283627465426257e-24,4.8575336423696126e-23
Monocytes,GCA,9.671705,,3.976955369894319e-22,9.401930387288621e-21
Monocytes,CCL3,9.603605,,7.719576575766843e-22,1.801885975406843e-20
Monocytes,C20orf27,9.561003,,1.166217420868986e-21,2.622566980588305e-20
Monocytes,UBE2L6,9.301784,,1.3810980068617518e-20,3.0683671381362297e-19
Monocytes,ATP5D,9.117536,,7.685163684954236e-20,1.667228451183013e-18
Monocytes,SNX3,9.023285,,1.8253135805819788e-19,3.8688255661990444e-18
Monocytes,SCPEP1,8.986603,,2.5499078817944314e-19,5.343216061396513e-18
Monocytes,OAS1,8.9845495,,2.597958705595725e-19,5.382736913616311e-18
Monocytes,PSMA7,8.812887,,1.2196314836895184e-18,2.498889395470524e-17
Monocytes,FOLR3,8.642206,,5.513758549508201e-18,1.1172934906915519e-16
Monocytes,ABI3,8.592017,,8.545577429495154e-18,1.6944134172031251e-16
Monocytes,RGS19,8.526149,,1.5130092170500353e-17,2.9680734002556015e-16
Monocytes,ZYX,8.510649,,1.7296342494027994e-17,3.3573111114723813e-16
Monocytes,IL8,8.393727,,4.7096696812449907e-17,9.046490512724752e-16
Monocytes,FCGR3A,8.391556,,4.797509447528428e-17,9.120213836332392e-16
Monocytes,CASP4,8.337736,,7.57261484780013e-17,1.424887936667698e-15
Monocytes,JUND,8.174167,,2.979188933811079e-16,5.54911554944205e-15
Monocytes,TNFAIP2,8.148788,,3.6758750046021754e-16,6.711201493550902e-15
Monocytes,G0S2,8.086342,,6.148354539214604e-16,1.1115260559129145e-14
Monocytes,VAMP5,8.037074,,9.200890441833869e-16,1.6472273761885102e-14
Monocytes,NAPRT1,8.030202,,9.73124475953325e-16,1.7254245515941647e-14
Monocytes,IL1B,8.01845,,1.0708765069958786e-15,1.880663122762286e-14
Monocytes,RILPL2,7.9680524,,1.611946621224832e-15,2.8041788391873495e-14
Monocytes,S100A12,7.914441,,2.483659662782497e-15,4.2802508581036675e-14
Monocytes,SAT2,7.8535113,,4.045476907381283e-15,6.907277238158413e-14
Monocytes,UQCRC1,7.7981153,,6.283852858415577e-15,1.0630664835704885e-13
Monocytes,OSCAR,7.6531096,,1.961763484967206e-14,3.2299034520352927e-13
Monocytes,TMEM219,7.1508856,,8.621983924199884e-13,1.3825163788021378e-11
Monocytes,IFI35,7.0361066,,1.9768546523412934e-12,3.1425172232046075e-11
Monocytes,DYNLL1,7.020815,,2.2057801096535717e-12,3.47646027538563e-11
Monocytes,ID2,6.881819,,5.909313027864128e-12,9.234553579136824e-11
Monocytes,RXRA,6.851116,,7.327608128182725e-12,1.1354713771738608e-10
Monocytes,RNF7,6.7309523,,1.6855625896271954e-11,2.568741665514503e-10
Monocytes,PPT1,6.68704,,2.277296380774529e-11,3.44207748044937e-10
Monocytes,CSNK2B,6.639885,,3.139281900158763e-11,4.66841598701029e-10
Monocytes,FCGR1A,6.493481,,8.387537666151905e-11,1.237329556510729e-09
Monocytes,TREX1,6.439037,,1.2023398091629366e-10,1.7596147683305202e-09
Monocytes,GRB2,6.3507957,,2.142038196706472e-10,3.1101719958478226e-09
Monocytes,SMS,6.3182187,,2.645954464913052e-10,3.811828151015365e-09
Monocytes,TMEM205,6.1831203,,6.284688763002998e-10,8.914589291521176e-09
Monocytes,MYADM,6.1021976,,1.046198455802772e-09,1.4726640858781004e-08
Monocytes,SDHB,5.9818854,,2.2056963142465226e-09,3.0581233108801414e-08
Monocytes,HLA-DMB,5.9622498,,2.4878857846624043e-09,3.423627900684682e-08
Monocytes,MPP1,5.9058423,,3.5084994999872357e-09,4.7923504281307126e-08
Monocytes,RETN,5.8170657,,5.988966911736713e-09,8.120334547972425e-08
Monocytes,TXNDC17,5.706898,,1.1505360405196319e-08,1.526322632171368e-07
Monocytes,UBE2D1,5.7036257,,1.1728559749549481e-08,1.5448188698692317e-07
Monocytes,IDH3G,5.631093,,1.7907119360262086e-08,2.301825670496757e-07
Monocytes,SF3B5,5.5535326,,2.799536485129035e-08,3.535852930532836e-07
Monocytes,PHPT1,5.4502077,,5.03110161225075e-08,6.311123382986655e-07
Monocytes,SRA1,5.3545885,,8.575134344094292e-08,1.0612448141281796e-06
Monocytes,IRF7,5.314395,,1.0701220952611895e-07,1.3068245984514129e-06
